what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487893219251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893224704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893233488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893236634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893641974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893647351
error,log,,,"Internal Error",1487893731094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893731802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893742343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893761694
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1487893761718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893776527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1487893784728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893790469
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487893790781
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487893790913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893801367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893809534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1487893810460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487893819083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893878321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893932168
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487893932188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893938026
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487893939308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893939361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487893939372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893940578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893945718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893945924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893950270
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487893953213
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487893953290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487893969322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894037644
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894037682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894039952
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894041265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894041298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894041316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894043095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894045699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894045749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894047231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894054077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894056379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894058636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894074129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894077432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894192123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894195012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894278763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894278810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894281262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894303313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894306090
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894309737
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894309807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894315735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894316384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894321111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894321302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894321795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894327478
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894335413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894337986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894342206
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894342364
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894342457
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894344244
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894344244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1487894350920
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894365126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894368450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894369986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894369998
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894371091
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894371189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894376753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894377356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894387494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894387899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894390800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894401560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894420429
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.navigate.open.type",1487894420445
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894435719
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894438401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1487894438404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894443570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894443663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894455265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894455352
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894482530
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894486911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1487894486914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487894491010
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894492730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894497005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894497074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894501968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894502038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894513148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894516961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894517058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894519227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894521663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894524857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894524944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894527694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894527781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894530003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894530087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894534139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894534169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894537962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894538009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894564969
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1487894567918
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1487894568003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894610178
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1487894610222
error,log,,,"Could not retrieve declared methods",1487894612225
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894630481
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894630707
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894630795
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894635665
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894637032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894639770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894640483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894643383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894643562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894643955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487894659904
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894662422
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894668193
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894668463
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894668560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894672303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894672908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487894678022
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894680044
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894680233
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894680327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894683378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894683755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894684303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487894686520
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894687012
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894687190
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894687291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894689177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894689419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1487894692556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1487894693197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894695194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894695739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487894697207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487894700911
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894702762
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894703048
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894703196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894706522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487894708562
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894709900
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894710206
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894710316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894713977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894714335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487894714669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487894715702
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487894718384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894741278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894793345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894794219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894887267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894889463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894928812
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487894930972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487894959107
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1487895032100
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1487895032356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487895039345
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1487895039379
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895047686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895072080
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895086360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1487895086362
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895091486
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895119576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1487895142263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487895159835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487895173314
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895188757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487895189365
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895190265
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895220340
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895221719
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895222992
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895224645
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487895235826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487895237725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487895241573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487895241708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487895243172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487895245987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487895246152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487895248024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487895253483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487895255936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487895256249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487895260511
